datum,gewest,jaar,periode,aandeel_flats_maand,aandeel_flats_trend,appartementen_absoluut,woningen_totaal
1996-01-01,Vlaams Gewest,1996,1,32.4,32.4,752.0,2324.0
1996-02-01,Vlaams Gewest,1996,2,27.8,30.1,712.0,2560.0
1996-03-01,Vlaams Gewest,1996,3,41.6,33.9,1434.0,3448.0
1996-04-01,Vlaams Gewest,1996,4,25.0,31.7,756.0,3029.0
1996-05-01,Vlaams Gewest,1996,5,37.5,32.9,1221.0,3252.0
1996-06-01,Vlaams Gewest,1996,6,38.1,33.7,1298.0,3408.0
1996-07-01,Vlaams Gewest,1996,7,24.4,32.4,884.0,3620.0
1996-08-01,Vlaams Gewest,1996,8,32.7,32.4,724.0,2215.0
1996-09-01,Vlaams Gewest,1996,9,36.3,32.9,1037.0,2860.0
1996-10-01,Vlaams Gewest,1996,10,36.1,33.2,925.0,2559.0
1996-11-01,Vlaams Gewest,1996,11,45.1,34.3,976.0,2163.0
1996-12-01,Vlaams Gewest,1996,12,39.8,34.7,1049.0,2634.0
1997-01-01,Vlaams Gewest,1997,1,35.7,35.0,761.0,2132.0
1997-02-01,Vlaams Gewest,1997,2,33.0,35.4,661.0,2006.0
1997-03-01,Vlaams Gewest,1997,3,37.3,35.1,866.0,2323.0
1997-04-01,Vlaams Gewest,1997,4,32.4,35.7,858.0,2649.0
1997-05-01,Vlaams Gewest,1997,5,35.0,35.5,813.0,2320.0
1997-06-01,Vlaams Gewest,1997,6,27.0,34.6,800.0,2967.0
1997-07-01,Vlaams Gewest,1997,7,31.3,35.1,837.0,2672.0
1997-08-01,Vlaams Gewest,1997,8,28.8,34.8,600.0,2081.0
1997-09-01,Vlaams Gewest,1997,9,44.5,35.5,1409.0,3167.0
1997-10-01,Vlaams Gewest,1997,10,40.0,35.8,1104.0,2758.0
1997-11-01,Vlaams Gewest,1997,11,36.9,35.1,980.0,2659.0
1997-12-01,Vlaams Gewest,1997,12,44.9,35.6,2375.0,5294.0
1998-01-01,Vlaams Gewest,1998,1,41.8,36.1,479.0,1145.0
1998-02-01,Vlaams Gewest,1998,2,35.3,36.3,560.0,1586.0
1998-03-01,Vlaams Gewest,1998,3,42.3,36.7,1106.0,2614.0
1998-04-01,Vlaams Gewest,1998,4,42.3,37.5,947.0,2239.0
1998-05-01,Vlaams Gewest,1998,5,31.2,37.2,597.0,1912.0
1998-06-01,Vlaams Gewest,1998,6,33.7,37.8,979.0,2907.0
1998-07-01,Vlaams Gewest,1998,7,43.5,38.8,1085.0,2496.0
1998-08-01,Vlaams Gewest,1998,8,46.1,40.2,1080.0,2345.0
1998-09-01,Vlaams Gewest,1998,9,44.2,40.2,1007.0,2280.0
1998-10-01,Vlaams Gewest,1998,10,40.8,40.2,823.0,2018.0
1998-11-01,Vlaams Gewest,1998,11,38.2,40.4,733.0,1920.0
1998-12-01,Vlaams Gewest,1998,12,41.0,40.0,900.0,2196.0
1999-01-01,Vlaams Gewest,1999,1,41.9,40.0,857.0,2044.0
1999-02-01,Vlaams Gewest,1999,2,35.9,40.1,804.0,2242.0
1999-03-01,Vlaams Gewest,1999,3,41.1,40.0,1277.0,3106.0
1999-04-01,Vlaams Gewest,1999,4,35.4,39.4,760.0,2148.0
1999-05-01,Vlaams Gewest,1999,5,38.6,40.0,865.0,2240.0
1999-06-01,Vlaams Gewest,1999,6,38.2,40.4,1049.0,2747.0
1999-07-01,Vlaams Gewest,1999,7,43.6,40.4,1046.0,2397.0
1999-08-01,Vlaams Gewest,1999,8,42.3,40.1,1096.0,2591.0
1999-09-01,Vlaams Gewest,1999,9,46.1,40.3,1168.0,2531.0
1999-10-01,Vlaams Gewest,1999,10,43.8,40.5,1100.0,2510.0
1999-11-01,Vlaams Gewest,1999,11,37.8,40.5,777.0,2057.0
1999-12-01,Vlaams Gewest,1999,12,42.1,40.6,1301.0,3092.0
2000-01-01,Vlaams Gewest,2000,1,38.5,40.3,805.0,2092.0
2000-02-01,Vlaams Gewest,2000,2,45.0,41.0,1177.0,2617.0
2000-03-01,Vlaams Gewest,2000,3,39.4,40.9,1101.0,2794.0
2000-04-01,Vlaams Gewest,2000,4,48.4,42.0,1188.0,2455.0
2000-05-01,Vlaams Gewest,2000,5,32.8,41.5,761.0,2319.0
2000-06-01,Vlaams Gewest,2000,6,48.0,42.3,1143.0,2383.0
2000-07-01,Vlaams Gewest,2000,7,40.4,42.1,1015.0,2513.0
2000-08-01,Vlaams Gewest,2000,8,53.8,43.0,1374.0,2553.0
2000-09-01,Vlaams Gewest,2000,9,50.2,43.3,1175.0,2341.0
2000-10-01,Vlaams Gewest,2000,10,49.1,43.8,1247.0,2540.0
2000-11-01,Vlaams Gewest,2000,11,45.4,44.4,1075.0,2370.0
2000-12-01,Vlaams Gewest,2000,12,49.7,45.1,1055.0,2122.0
2001-01-01,Vlaams Gewest,2001,1,50.2,46.0,1154.0,2301.0
2001-02-01,Vlaams Gewest,2001,2,49.8,46.4,1252.0,2512.0
2001-03-01,Vlaams Gewest,2001,3,53.0,47.6,1668.0,3145.0
2001-04-01,Vlaams Gewest,2001,4,38.0,46.7,1041.0,2741.0
2001-05-01,Vlaams Gewest,2001,5,48.5,48.0,1236.0,2548.0
2001-06-01,Vlaams Gewest,2001,6,40.2,47.4,799.0,1987.0
2001-07-01,Vlaams Gewest,2001,7,33.6,46.8,767.0,2281.0
2001-08-01,Vlaams Gewest,2001,8,52.6,46.7,1060.0,2016.0
2001-09-01,Vlaams Gewest,2001,9,56.4,47.2,1373.0,2434.0
2001-10-01,Vlaams Gewest,2001,10,46.2,47.0,1218.0,2637.0
2001-11-01,Vlaams Gewest,2001,11,44.9,46.9,822.0,1831.0
2001-12-01,Vlaams Gewest,2001,12,48.9,46.9,906.0,1851.0
2002-01-01,Vlaams Gewest,2002,1,44.6,46.4,821.0,1839.0
2002-02-01,Vlaams Gewest,2002,2,52.1,46.6,1358.0,2609.0
2002-03-01,Vlaams Gewest,2002,3,50.4,46.4,1218.0,2417.0
2002-04-01,Vlaams Gewest,2002,4,47.0,47.1,1126.0,2394.0
2002-05-01,Vlaams Gewest,2002,5,51.3,47.4,1217.0,2372.0
2002-06-01,Vlaams Gewest,2002,6,48.3,48.0,1313.0,2717.0
2002-07-01,Vlaams Gewest,2002,7,54.8,49.8,1643.0,2998.0
2002-08-01,Vlaams Gewest,2002,8,56.7,50.1,1439.0,2538.0
2002-09-01,Vlaams Gewest,2002,9,50.8,49.7,1529.0,3007.0
2002-10-01,Vlaams Gewest,2002,10,54.1,50.3,1338.0,2475.0
2002-11-01,Vlaams Gewest,2002,11,57.6,51.4,1253.0,2175.0
2002-12-01,Vlaams Gewest,2002,12,54.9,51.9,1354.0,2465.0
2003-01-01,Vlaams Gewest,2003,1,46.2,52.0,1054.0,2279.0
2003-02-01,Vlaams Gewest,2003,2,51.7,52.0,1200.0,2323.0
2003-03-01,Vlaams Gewest,2003,3,51.1,52.0,1403.0,2746.0
2003-04-01,Vlaams Gewest,2003,4,50.1,52.3,1303.0,2601.0
2003-05-01,Vlaams Gewest,2003,5,50.4,52.2,1252.0,2486.0
2003-06-01,Vlaams Gewest,2003,6,50.9,52.4,1383.0,2718.0
2003-07-01,Vlaams Gewest,2003,7,49.5,52.0,1309.0,2646.0
2003-08-01,Vlaams Gewest,2003,8,58.2,52.1,1484.0,2551.0
2003-09-01,Vlaams Gewest,2003,9,47.9,51.9,1298.0,2712.0
2003-10-01,Vlaams Gewest,2003,10,51.9,51.7,1353.0,2606.0
2003-11-01,Vlaams Gewest,2003,11,56.1,51.6,1326.0,2365.0
2003-12-01,Vlaams Gewest,2003,12,58.8,51.9,2079.0,3533.0
2004-01-01,Vlaams Gewest,2004,1,59.8,53.0,2097.0,3509.0
2004-02-01,Vlaams Gewest,2004,2,50.2,52.9,1462.0,2912.0
2004-03-01,Vlaams Gewest,2004,3,53.6,53.1,1928.0,3599.0
2004-04-01,Vlaams Gewest,2004,4,47.3,52.9,1287.0,2719.0
2004-05-01,Vlaams Gewest,2004,5,52.3,53.0,1501.0,2869.0
2004-06-01,Vlaams Gewest,2004,6,54.7,53.4,2234.0,4085.0
2004-07-01,Vlaams Gewest,2004,7,50.7,53.5,1361.0,2686.0
2004-08-01,Vlaams Gewest,2004,8,51.1,52.9,1300.0,2545.0
2004-09-01,Vlaams Gewest,2004,9,59.6,53.8,1829.0,3071.0
2004-10-01,Vlaams Gewest,2004,10,51.6,53.8,1749.0,3388.0
2004-11-01,Vlaams Gewest,2004,11,54.8,53.7,1453.0,2652.0
2004-12-01,Vlaams Gewest,2004,12,57.4,53.6,1830.0,3190.0
2005-01-01,Vlaams Gewest,2005,1,51.7,52.9,1492.0,2885.0
2005-02-01,Vlaams Gewest,2005,2,52.7,53.1,1736.0,3295.0
2005-03-01,Vlaams Gewest,2005,3,55.3,53.3,2110.0,3818.0
2005-04-01,Vlaams Gewest,2005,4,48.2,53.3,1555.0,3226.0
2005-05-01,Vlaams Gewest,2005,5,55.4,53.6,2188.0,3953.0
2005-06-01,Vlaams Gewest,2005,6,52.5,53.4,2001.0,3810.0
2005-07-01,Vlaams Gewest,2005,7,52.9,53.6,1521.0,2877.0
2005-08-01,Vlaams Gewest,2005,8,59.4,54.3,2089.0,3515.0
2005-09-01,Vlaams Gewest,2005,9,58.8,54.2,2180.0,3708.0
2005-10-01,Vlaams Gewest,2005,10,52.8,54.3,1820.0,3450.0
2005-11-01,Vlaams Gewest,2005,11,53.9,54.2,1812.0,3360.0
2005-12-01,Vlaams Gewest,2005,12,55.7,54.1,2291.0,4110.0
2006-01-01,Vlaams Gewest,2006,1,48.1,53.8,2108.0,4385.0
2006-02-01,Vlaams Gewest,2006,2,57.7,54.2,2151.0,3729.0
2006-03-01,Vlaams Gewest,2006,3,62.5,54.8,2693.0,4309.0
2006-04-01,Vlaams Gewest,2006,4,63.4,56.1,2224.0,3506.0
2006-05-01,Vlaams Gewest,2006,5,59.2,56.4,2184.0,3690.0
2006-06-01,Vlaams Gewest,2006,6,65.3,57.5,2554.0,3911.0
2006-07-01,Vlaams Gewest,2006,7,54.1,57.6,1597.0,2952.0
2006-08-01,Vlaams Gewest,2006,8,62.4,57.8,2073.0,3324.0
2006-09-01,Vlaams Gewest,2006,9,60.8,58.0,2078.0,3418.0
2006-10-01,Vlaams Gewest,2006,10,58.9,58.5,2061.0,3499.0
2006-11-01,Vlaams Gewest,2006,11,58.8,58.9,1629.0,2772.0
2006-12-01,Vlaams Gewest,2006,12,54.9,58.8,1603.0,2918.0
2007-01-01,Vlaams Gewest,2007,1,55.3,59.4,1762.0,3184.0
2007-02-01,Vlaams Gewest,2007,2,55.8,59.3,1681.0,3015.0
2007-03-01,Vlaams Gewest,2007,3,60.4,59.1,2107.0,3486.0
2007-04-01,Vlaams Gewest,2007,4,56.8,58.6,1715.0,3019.0
2007-05-01,Vlaams Gewest,2007,5,52.8,58.0,1386.0,2624.0
2007-06-01,Vlaams Gewest,2007,6,55.0,57.2,1945.0,3534.0
2007-07-01,Vlaams Gewest,2007,7,51.1,56.9,1456.0,2850.0
2007-08-01,Vlaams Gewest,2007,8,65.3,57.2,2049.0,3138.0
2007-09-01,Vlaams Gewest,2007,9,57.8,56.9,1496.0,2589.0
2007-10-01,Vlaams Gewest,2007,10,59.5,57.0,2178.0,3662.0
2007-11-01,Vlaams Gewest,2007,11,58.0,56.9,1633.0,2815.0
2007-12-01,Vlaams Gewest,2007,12,53.7,56.8,1393.0,2594.0
2008-01-01,Vlaams Gewest,2008,1,51.0,56.4,1496.0,2935.0
2008-02-01,Vlaams Gewest,2008,2,56.8,56.5,1952.0,3436.0
2008-03-01,Vlaams Gewest,2008,3,54.9,56.1,1607.0,2929.0
2008-04-01,Vlaams Gewest,2008,4,50.6,55.5,1526.0,3014.0
2008-05-01,Vlaams Gewest,2008,5,58.3,56.0,1677.0,2878.0
2008-06-01,Vlaams Gewest,2008,6,53.2,55.9,1799.0,3379.0
2008-07-01,Vlaams Gewest,2008,7,48.9,55.7,1267.0,2590.0
2008-08-01,Vlaams Gewest,2008,8,54.3,54.8,1397.0,2575.0
2008-09-01,Vlaams Gewest,2008,9,52.0,54.3,1635.0,3147.0
2008-10-01,Vlaams Gewest,2008,10,54.0,53.8,1430.0,2649.0
2008-11-01,Vlaams Gewest,2008,11,65.4,54.4,1871.0,2863.0
2008-12-01,Vlaams Gewest,2008,12,62.3,55.1,1915.0,3076.0
2009-01-01,Vlaams Gewest,2009,1,55.2,55.5,1244.0,2255.0
2009-02-01,Vlaams Gewest,2009,2,54.7,55.3,1293.0,2364.0
2009-03-01,Vlaams Gewest,2009,3,51.7,55.1,1371.0,2650.0
2009-04-01,Vlaams Gewest,2009,4,56.7,55.6,1445.0,2547.0
2009-05-01,Vlaams Gewest,2009,5,55.4,55.3,1303.0,2352.0
2009-06-01,Vlaams Gewest,2009,6,46.5,54.8,1331.0,2863.0
2009-07-01,Vlaams Gewest,2009,7,50.4,54.9,1311.0,2599.0
2009-08-01,Vlaams Gewest,2009,8,39.2,53.6,950.0,2426.0
2009-09-01,Vlaams Gewest,2009,9,50.9,53.5,1344.0,2641.0
2009-10-01,Vlaams Gewest,2009,10,55.3,53.6,1628.0,2946.0
2009-11-01,Vlaams Gewest,2009,11,54.7,52.8,1308.0,2392.0
2009-12-01,Vlaams Gewest,2009,12,53.2,52.0,1247.0,2342.0
2010-01-01,Vlaams Gewest,2010,1,47.8,51.4,1206.0,2523.0
2010-02-01,Vlaams Gewest,2010,2,54.0,51.3,1655.0,3065.0
2010-03-01,Vlaams Gewest,2010,3,52.4,51.4,1989.0,3794.0
2010-04-01,Vlaams Gewest,2010,4,38.1,49.8,1371.0,3602.0
2010-05-01,Vlaams Gewest,2010,5,48.2,49.2,2070.0,4296.0
2010-06-01,Vlaams Gewest,2010,6,52.6,49.7,2595.0,4934.0
2010-07-01,Vlaams Gewest,2010,7,62.8,50.8,2206.0,3510.0
2010-08-01,Vlaams Gewest,2010,8,54.4,52.0,937.0,1723.0
2010-09-01,Vlaams Gewest,2010,9,57.0,52.5,874.0,1533.0
2010-10-01,Vlaams Gewest,2010,10,55.1,52.5,1075.0,1951.0
2010-11-01,Vlaams Gewest,2010,11,53.0,52.4,946.0,1784.0
2010-12-01,Vlaams Gewest,2010,12,52.9,52.4,1176.0,2225.0
2011-01-01,Vlaams Gewest,2011,1,47.4,52.3,1031.0,2174.0
2011-02-01,Vlaams Gewest,2011,2,51.2,52.1,1114.0,2177.0
2011-03-01,Vlaams Gewest,2011,3,54.1,52.2,1495.0,2761.0
2011-04-01,Vlaams Gewest,2011,4,51.1,53.3,1123.0,2199.0
2011-05-01,Vlaams Gewest,2011,5,48.4,53.3,1267.0,2616.0
2011-06-01,Vlaams Gewest,2011,6,49.1,53.0,1105.0,2252.0
2011-07-01,Vlaams Gewest,2011,7,44.1,51.5,889.0,2015.0
2011-08-01,Vlaams Gewest,2011,8,53.0,51.4,1450.0,2735.0
2011-09-01,Vlaams Gewest,2011,9,59.4,51.6,1678.0,2826.0
2011-10-01,Vlaams Gewest,2011,10,66.1,52.5,1987.0,3008.0
2011-11-01,Vlaams Gewest,2011,11,52.5,52.4,1227.0,2337.0
2011-12-01,Vlaams Gewest,2011,12,53.2,52.5,1684.0,3164.0
2012-01-01,Vlaams Gewest,2012,1,45.2,52.3,1404.0,3107.0
2012-02-01,Vlaams Gewest,2012,2,51.8,52.3,1537.0,2970.0
2012-03-01,Vlaams Gewest,2012,3,60.5,52.9,2444.0,4038.0
2012-04-01,Vlaams Gewest,2012,4,64.6,54.0,2641.0,4091.0
2012-05-01,Vlaams Gewest,2012,5,52.3,54.3,1247.0,2383.0
2012-06-01,Vlaams Gewest,2012,6,49.8,54.4,1246.0,2503.0
2012-07-01,Vlaams Gewest,2012,7,54.7,55.3,1421.0,2599.0
2012-08-01,Vlaams Gewest,2012,8,52.7,55.2,1209.0,2293.0
2012-09-01,Vlaams Gewest,2012,9,56.0,54.9,1486.0,2654.0
2012-10-01,Vlaams Gewest,2012,10,57.1,54.2,1582.0,2770.0
2012-11-01,Vlaams Gewest,2012,11,56.6,54.5,1312.0,2318.0
2012-12-01,Vlaams Gewest,2012,12,51.7,54.4,1096.0,2121.0
2013-01-01,Vlaams Gewest,2013,1,47.2,54.6,1254.0,2656.0
2013-02-01,Vlaams Gewest,2013,2,55.1,54.9,1430.0,2593.0
2013-03-01,Vlaams Gewest,2013,3,65.9,55.3,2551.0,3871.0
2013-04-01,Vlaams Gewest,2013,4,61.0,55.0,1967.0,3226.0
2013-05-01,Vlaams Gewest,2013,5,50.0,54.8,1120.0,2241.0
2013-06-01,Vlaams Gewest,2013,6,65.3,56.1,2149.0,3289.0
2013-07-01,Vlaams Gewest,2013,7,57.0,56.3,1689.0,2964.0
2013-08-01,Vlaams Gewest,2013,8,55.7,56.6,1412.0,2536.0
2013-09-01,Vlaams Gewest,2013,9,57.5,56.7,1653.0,2875.0
2013-10-01,Vlaams Gewest,2013,10,60.1,56.9,1974.0,3282.0
2013-11-01,Vlaams Gewest,2013,11,56.8,56.9,1388.0,2445.0
2013-12-01,Vlaams Gewest,2013,12,55.6,57.3,1954.0,3517.0
2014-01-01,Vlaams Gewest,2014,1,43.6,57.0,1576.0,3618.0
2014-02-01,Vlaams Gewest,2014,2,49.0,56.5,2371.0,4839.0
2014-03-01,Vlaams Gewest,2014,3,53.7,55.4,3356.0,6250.0
2014-04-01,Vlaams Gewest,2014,4,74.9,56.6,5677.0,7583.0
2014-05-01,Vlaams Gewest,2014,5,72.7,58.5,2106.0,2897.0
2014-06-01,Vlaams Gewest,2014,6,55.4,57.7,987.0,1780.0
2014-07-01,Vlaams Gewest,2014,7,57.2,57.7,1014.0,1773.0
2014-08-01,Vlaams Gewest,2014,8,56.4,57.7,1027.0,1822.0
2014-09-01,Vlaams Gewest,2014,9,56.5,57.7,1403.0,2484.0
2014-10-01,Vlaams Gewest,2014,10,55.6,57.3,1260.0,2268.0
2014-11-01,Vlaams Gewest,2014,11,64.3,57.9,1507.0,2343.0
2014-12-01,Vlaams Gewest,2014,12,55.2,57.9,1375.0,2490.0
2015-01-01,Vlaams Gewest,2015,1,57.7,59.1,1475.0,2556.0
2015-02-01,Vlaams Gewest,2015,2,45.0,58.7,814.0,1808.0
2015-03-01,Vlaams Gewest,2015,3,60.1,59.3,2181.0,3630.0
2015-04-01,Vlaams Gewest,2015,4,68.7,58.7,2081.0,3028.0
2015-05-01,Vlaams Gewest,2015,5,60.4,57.7,1501.0,2487.0
2015-06-01,Vlaams Gewest,2015,6,56.2,57.8,1632.0,2904.0
2015-07-01,Vlaams Gewest,2015,7,56.3,57.7,1416.0,2513.0
2015-08-01,Vlaams Gewest,2015,8,50.9,57.2,1628.0,3201.0
2015-09-01,Vlaams Gewest,2015,9,65.4,58.0,1940.0,2965.0
2015-10-01,Vlaams Gewest,2015,10,70.0,59.2,2422.0,3462.0
2015-11-01,Vlaams Gewest,2015,11,54.8,58.4,1382.0,2522.0
2015-12-01,Vlaams Gewest,2015,12,53.8,58.3,1182.0,2196.0
2016-01-01,Vlaams Gewest,2016,1,49.8,57.6,1429.0,2868.0
2016-02-01,Vlaams Gewest,2016,2,52.0,58.2,2136.0,4111.0
2016-03-01,Vlaams Gewest,2016,3,61.3,58.3,3249.0,5297.0
2016-04-01,Vlaams Gewest,2016,4,76.3,58.9,5129.0,6718.0
2016-05-01,Vlaams Gewest,2016,5,71.0,59.8,2604.0,3670.0
2016-06-01,Vlaams Gewest,2016,6,57.6,59.9,1271.0,2207.0
2016-07-01,Vlaams Gewest,2016,7,60.1,60.2,1131.0,1882.0
2016-08-01,Vlaams Gewest,2016,8,67.4,61.6,2065.0,3065.0
2016-09-01,Vlaams Gewest,2016,9,66.8,61.7,1968.0,2948.0
2016-10-01,Vlaams Gewest,2016,10,60.1,60.9,1477.0,2457.0
2016-11-01,Vlaams Gewest,2016,11,54.8,60.9,1001.0,1828.0
2016-12-01,Vlaams Gewest,2016,12,65.2,61.9,1623.0,2491.0
2017-01-01,Vlaams Gewest,2017,1,57.9,62.5,1556.0,2686.0
2017-02-01,Vlaams Gewest,2017,2,48.8,62.3,1086.0,2227.0
2017-03-01,Vlaams Gewest,2017,3,62.6,62.4,2116.0,3379.0
2017-04-01,Vlaams Gewest,2017,4,67.2,61.6,1799.0,2676.0
2017-05-01,Vlaams Gewest,2017,5,77.8,62.2,2763.0,3553.0
2017-06-01,Vlaams Gewest,2017,6,77.8,63.9,2786.0,3583.0
2017-07-01,Vlaams Gewest,2017,7,55.2,63.5,1061.0,1923.0
2017-08-01,Vlaams Gewest,2017,8,47.1,61.8,927.0,1970.0
2017-09-01,Vlaams Gewest,2017,9,62.1,61.4,2128.0,3424.0
2017-10-01,Vlaams Gewest,2017,10,66.5,61.9,3102.0,4665.0
2017-11-01,Vlaams Gewest,2017,11,62.0,62.5,2008.0,3239.0
2017-12-01,Vlaams Gewest,2017,12,66.9,62.7,2437.0,3644.0
2018-01-01,Vlaams Gewest,2018,1,59.8,62.8,2048.0,3427.0
2018-02-01,Vlaams Gewest,2018,2,59.9,63.7,2532.0,4229.0
2018-03-01,Vlaams Gewest,2018,3,62.8,63.8,3735.0,5951.0
2018-04-01,Vlaams Gewest,2018,4,65.9,63.6,4041.0,6128.0
2018-05-01,Vlaams Gewest,2018,5,74.6,63.4,4971.0,6661.0
2018-06-01,Vlaams Gewest,2018,6,62.3,62.1,2126.0,3414.0
2018-07-01,Vlaams Gewest,2018,7,58.1,62.3,1724.0,2965.0
2018-08-01,Vlaams Gewest,2018,8,57.3,63.2,1572.0,2745.0
2018-09-01,Vlaams Gewest,2018,9,56.1,62.7,1824.0,3251.0
2018-10-01,Vlaams Gewest,2018,10,63.1,62.4,2376.0,3763.0
2018-11-01,Vlaams Gewest,2018,11,59.8,62.2,1940.0,3244.0
2018-12-01,Vlaams Gewest,2018,12,61.4,61.8,2281.0,3712.0
2019-01-01,Vlaams Gewest,2019,1,54.9,61.4,1669.0,3039.0
2019-02-01,Vlaams Gewest,2019,2,55.5,61.0,1694.0,3053.0
2019-03-01,Vlaams Gewest,2019,3,56.2,60.4,2143.0,3815.0
2019-04-01,Vlaams Gewest,2019,4,57.4,59.7,2212.0,3851.0
2019-05-01,Vlaams Gewest,2019,5,59.5,58.5,1960.0,3293.0
2019-06-01,Vlaams Gewest,2019,6,58.4,58.1,2051.0,3514.0
